date,Con (pre-2024 election),Con (pre-2024 election) (low),Con (pre-2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2024 election),Lab (pre-2024 election) (low),Lab (pre-2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2024 election),LDem (pre-2024 election) (low),LDem (pre-2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (pre-2024 election),Ukip (pre-2024 election) (low),Ukip (pre-2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2023-02-22,18.38,16.23,20.92,,,,23.45,21.04,26.14,,,,4.11,2.23,6.28,,,,,,,,,,,,,,,,,,
2023-02-23,18.38,16.24,20.91,,,,23.44,21.04,26.11,,,,4.11,2.23,6.27,,,,,,,,,,,,,,,,,,
2023-02-24,18.38,16.26,20.93,,,,23.43,21.03,26.1,,,,4.12,2.23,6.27,,,,,,,,,,,,,,,,,,
2023-02-25,18.38,16.28,20.92,,,,23.41,21.03,26.09,,,,4.12,2.22,6.26,,,,,,,,,,,,,,,,,,
2023-02-26,18.38,16.27,20.9,,,,23.4,21.03,26.08,,,,4.12,2.22,6.25,,,,,,,,,,,,,,,,,,
2023-02-27,18.38,16.26,20.89,,,,23.39,21.03,26.06,,,,4.12,2.22,6.24,,,,,,,,,,,,,,,,,,
2023-02-28,18.38,16.24,20.88,,,,23.38,21.03,26.04,,,,4.12,2.21,6.23,,,,,,,,,,,,,,,,,,
2023-03-01,18.38,16.22,20.87,,,,23.37,21.03,26.03,,,,4.12,2.21,6.24,,,,,,,,,,,,,,,,,,
2023-03-02,18.39,16.21,20.87,,,,23.36,21.04,26.0,,,,4.12,2.2,6.24,,,,,,,,,,,,,,,,,,
2023-03-03,18.39,16.19,20.86,,,,23.34,21.03,25.96,,,,4.12,2.2,6.25,,,,,,,,,,,,,,,,,,
2023-03-04,18.39,16.18,20.86,,,,23.33,21.03,25.94,,,,4.12,2.19,6.25,,,,,,,,,,,,,,,,,,
2023-03-05,18.39,16.16,20.86,,,,23.32,21.03,25.93,,,,4.12,2.19,6.26,,,,,,,,,,,,,,,,,,
2023-03-06,18.39,16.17,20.86,,,,23.31,21.04,25.92,,,,4.12,2.18,6.26,,,,,,,,,,,,,18.0,22.0,5.0,,,
2023-03-07,18.39,16.18,20.85,,,,23.29,21.04,25.91,,,,4.12,2.18,6.27,,,,,,,,,,,,,,,,,,
2023-03-08,18.39,16.19,20.85,,,,23.28,21.04,25.9,,,,4.12,2.17,6.27,,,,,,,,,,,,,,,,,,
2023-03-09,18.39,16.21,20.84,,,,23.27,21.04,25.89,,,,4.12,2.17,6.28,,,,,,,,,,,,,,,,,,
2023-03-10,18.4,16.22,20.84,,,,23.26,21.04,25.86,,,,4.13,2.16,6.29,,,,,,,,,,,,,,,,,,
2023-03-11,18.4,16.23,20.83,,,,23.24,21.03,25.84,,,,4.13,2.16,6.3,,,,,,,,,,,,,,,,,,
2023-03-12,18.4,16.25,20.83,,,,23.23,21.03,25.84,,,,4.13,2.17,6.3,,,,,,,,,,,,,,,,,,
2023-03-13,18.4,16.25,20.83,,,,23.22,21.04,25.83,,,,4.13,2.19,6.3,,,,,,,,,,,,,,,,,,
2023-03-14,18.4,16.26,20.84,,,,23.2,21.04,25.83,,,,4.13,2.21,6.31,,,,,,,,,,,,,,,,,,
2023-03-15,18.41,16.28,20.86,,,,23.19,21.04,25.82,,,,4.13,2.23,6.31,,,,,,,,,,,,,,,,,,
2023-03-16,18.41,16.27,20.89,,,,23.18,21.04,25.81,,,,4.13,2.25,6.32,,,,,,,,,,,,,,,,,,
2023-03-17,18.41,16.26,20.9,,,,23.16,21.05,25.78,,,,4.13,2.26,6.32,,,,,,,,,,,,,,,,,,
2023-03-18,18.41,16.25,20.93,,,,23.15,21.05,25.73,,,,4.13,2.28,6.33,,,,,,,,,,,,,,,,,,
2023-03-19,18.42,16.24,20.95,,,,23.14,21.05,25.68,,,,4.13,2.29,6.33,,,,,,,,,,,,,,,,,,
2023-03-20,18.42,16.22,20.98,,,,23.12,21.06,25.64,,,,4.13,2.31,6.34,,,,,,,,,,,,,,,,,,
2023-03-21,18.42,16.21,20.99,,,,23.11,21.06,25.61,,,,4.13,2.33,6.34,,,,,,,,,,,,,,,,,,
2023-03-22,18.43,16.2,20.99,,,,23.1,21.06,25.58,,,,4.13,2.35,6.34,,,,,,,,,,,,,,,,,,
2023-03-23,18.43,16.18,20.99,,,,23.08,21.06,25.55,,,,4.14,2.35,6.33,,,,,,,,,,,,,,,,,,
2023-03-24,18.43,16.19,20.99,,,,23.07,21.05,25.52,,,,4.14,2.35,6.33,,,,,,,,,,,,,,,,,,
2023-03-25,18.43,16.2,20.98,,,,23.06,21.04,25.53,,,,4.14,2.34,6.32,,,,,,,,,,,,,,,,,,
2023-03-26,18.44,16.2,20.97,,,,23.04,21.04,25.53,,,,4.14,2.34,6.3,,,,,,,,,,,,,,,,,,
2023-03-27,18.44,16.21,20.96,,,,23.03,21.03,25.53,,,,4.14,2.34,6.27,,,,,,,,,,,,,,,,,,
2023-03-28,18.44,16.23,20.94,,,,23.02,21.01,25.53,,,,4.14,2.33,6.26,,,,,,,,,,,,,,,,,,
2023-03-29,18.45,16.25,20.92,,,,23.0,20.98,25.52,,,,4.14,2.33,6.27,,,,,,,,,,,,,,,,,,
2023-03-30,18.45,16.27,20.91,,,,22.99,20.96,25.52,,,,4.14,2.33,6.26,,,,,,,,,,,,,,,,,,
2023-03-31,18.46,16.29,20.89,,,,22.97,20.93,25.52,,,,4.14,2.33,6.25,,,,,,,,,,,,,,,,,,
2023-04-01,18.46,16.31,20.88,,,,22.96,20.91,25.51,,,,4.14,2.32,6.26,,,,,,,,,,,,,,,,,,
2023-04-02,18.46,16.33,20.88,,,,22.95,20.89,25.48,,,,4.14,2.32,6.27,,,,,,,,,,,,,,,,,,
2023-04-03,18.47,16.35,20.89,,,,22.93,20.86,25.48,,,,4.14,2.32,6.28,,,,,,,,,,,,,,,,,,
2023-04-04,18.47,16.37,20.89,,,,22.92,20.83,25.48,,,,4.14,2.32,6.29,,,,,,,,,,,,,,,,,,
2023-04-05,18.48,16.39,20.9,,,,22.91,20.81,25.49,,,,4.14,2.31,6.3,,,,,,,,,,,,,,,,,,
2023-04-06,18.48,16.41,20.9,,,,22.89,20.81,25.47,,,,4.14,2.31,6.32,,,,,,,,,,,,,,,,,,
2023-04-07,18.48,16.43,20.93,,,,22.88,20.81,25.47,,,,4.15,2.31,6.32,,,,,,,,,,,,,,,,,,
2023-04-08,18.49,16.44,20.96,,,,22.86,20.81,25.45,,,,4.15,2.31,6.32,,,,,,,,,,,,,,,,,,
2023-04-09,18.49,16.46,20.96,,,,22.85,20.81,25.42,,,,4.15,2.3,6.33,,,,,,,,,,,,,,,,,,
2023-04-10,18.5,16.49,20.95,,,,22.84,20.8,25.39,,,,4.15,2.3,6.34,,,,,,,,,,,,,22.0,23.0,4.0,,,
2023-04-11,18.5,16.49,20.93,,,,22.82,20.8,25.36,,,,4.15,2.3,6.35,,,,,,,,,,,,,,,,,,
2023-04-12,18.51,16.5,20.92,,,,22.81,20.78,25.34,,,,4.15,2.29,6.36,,,,,,,,,,,,,,,,,,
2023-04-13,18.51,16.49,20.92,,,,22.8,20.75,25.31,,,,4.15,2.28,6.37,,,,,,,,,,,,,,,,,,
2023-04-14,18.52,16.48,20.92,,,,22.78,20.73,25.28,,,,4.15,2.26,6.38,,,,,,,,,,,,,,,,,,
2023-04-15,18.52,16.46,20.93,,,,22.77,20.73,25.25,,,,4.15,2.25,6.39,,,,,,,,,,,,,,,,,,
2023-04-16,18.53,16.46,20.95,,,,22.76,20.72,25.22,,,,4.15,2.24,6.4,,,,,,,,,,,,,,,,,,
2023-04-17,18.53,16.47,20.94,,,,22.74,20.71,25.19,,,,4.15,2.23,6.41,,,,,,,,,,,,,,,,,,
2023-04-18,18.54,16.48,20.95,,,,22.73,20.68,25.18,,,,4.15,2.22,6.42,,,,,,,,,,,,,,,,,,
2023-04-19,18.54,16.46,20.96,,,,22.72,20.65,25.18,,,,4.15,2.21,6.43,,,,,,,,,,,,,,,,,,
2023-04-20,18.55,16.45,20.97,,,,22.7,20.63,25.17,,,,4.15,2.2,6.42,,,,,,,,,,,,,,,,,,
2023-04-21,18.55,16.43,20.99,,,,22.69,20.6,25.17,,,,4.15,2.18,6.41,,,,,,,,,,,,,,,,,,
2023-04-22,18.56,16.42,21.0,,,,22.68,20.58,25.16,,,,4.15,2.17,6.4,,,,,,,,,,,,,,,,,,
2023-04-23,18.56,16.42,21.01,,,,22.66,20.55,25.16,,,,4.15,2.18,6.4,,,,,,,,,,,,,,,,,,
2023-04-24,18.57,16.43,21.03,,,,22.65,20.53,25.15,,,,4.15,2.18,6.39,,,,,,,,,,,,,,,,,,
2023-04-25,18.57,16.43,21.04,,,,22.64,20.51,25.15,,,,4.15,2.19,6.38,,,,,,,,,,,,,,,,,,
2023-04-26,18.58,16.44,21.05,,,,22.62,20.48,25.14,,,,4.15,2.19,6.37,,,,,,,,,,,,,,,,,,
2023-04-27,18.59,16.44,21.07,,,,22.61,20.48,25.14,,,,4.15,2.2,6.36,,,,,,,,,,,,,,,,,,
2023-04-28,18.59,16.45,21.08,,,,22.6,20.48,25.13,,,,4.15,2.2,6.36,,,,,,,,,,,,,,,,,,
2023-04-29,18.6,16.45,21.09,,,,22.59,20.46,25.12,,,,4.16,2.19,6.35,,,,,,,,,,,,,,,,,,
2023-04-30,18.6,16.45,21.1,,,,22.57,20.44,25.11,,,,4.16,2.2,6.34,,,,,,,,,,,,,,,,,,
2023-05-01,18.61,16.45,21.12,,,,22.56,20.42,25.11,,,,4.16,2.19,6.33,,,,,,,,,,,,,,,,,,
2023-05-02,18.61,16.45,21.13,,,,22.55,20.4,25.1,,,,4.16,2.18,6.34,,,,,,,,,,,,,,,,,,
2023-05-03,18.62,16.45,21.14,,,,22.54,20.38,25.09,,,,4.16,2.17,6.36,,,,,,,,,,,,,,,,,,
2023-05-04,18.62,16.45,21.15,,,,22.52,20.37,25.06,,,,4.16,2.16,6.37,,,,,,,,,,,,,,,,,,
2023-05-05,18.63,16.45,21.15,,,,22.51,20.36,25.04,,,,4.16,2.15,6.38,,,,,,,,,,,,,,,,,,
2023-05-06,18.64,16.45,21.15,,,,22.5,20.36,25.04,,,,4.16,2.14,6.4,,,,,,,,,,,,,,,,,,
2023-05-07,18.64,16.45,21.16,,,,22.49,20.35,25.01,,,,4.16,2.12,6.42,,,,,,,,,,,,,,,,,,
2023-05-08,18.65,16.45,21.18,,,,22.48,20.34,24.97,,,,4.16,2.12,6.43,,,,,,,,,,,,,19.0,21.0,4.0,,,
2023-05-09,18.65,16.44,21.21,,,,22.47,20.34,24.94,,,,4.16,2.11,6.45,,,,,,,,,,,,,,,,,,
2023-05-10,18.66,16.44,21.22,,,,22.46,20.32,24.91,,,,4.16,2.1,6.47,,,,,,,,,,,,,,,,,,
2023-05-11,18.66,16.44,21.23,,,,22.45,20.31,24.88,,,,4.16,2.1,6.47,,,,,,,,,,,,,,,,,,
2023-05-12,18.67,16.44,21.24,,,,22.43,20.3,24.85,,,,4.16,2.08,6.47,,,,,,,,,,,,,,,,,,
2023-05-13,18.67,16.44,21.25,,,,22.42,20.3,24.81,,,,4.16,2.08,6.46,,,,,,,,,,,,,,,,,,
2023-05-14,18.68,16.44,21.26,,,,22.41,20.29,24.78,,,,4.16,2.08,6.46,,,,,,,,,,,,,,,,,,
2023-05-15,18.68,16.44,21.27,,,,22.4,20.28,24.78,,,,4.16,2.06,6.46,,,,,,,,,,,,,,,,,,
2023-05-16,18.69,16.44,21.28,,,,22.39,20.28,24.79,,,,4.16,2.06,6.46,,,,,,,,,,,,,,,,,,
2023-05-17,18.69,16.44,21.29,,,,22.38,20.27,24.79,,,,4.16,2.05,6.46,,,,,,,,,,,,,,,,,,
2023-05-18,18.7,16.44,21.3,,,,22.37,20.27,24.79,,,,4.16,2.04,6.46,,,,,,,,,,,,,,,,,,
2023-05-19,18.7,16.44,21.31,,,,22.36,20.25,24.79,,,,4.17,2.04,6.46,,,,,,,,,,,,,,,,,,
2023-05-20,18.7,16.44,21.32,,,,22.36,20.23,24.8,,,,4.17,2.03,6.45,,,,,,,,,,,,,,,,,,
2023-05-21,18.71,16.44,21.33,,,,22.35,20.21,24.8,,,,4.17,2.03,6.45,,,,,,,,,,,,,,,,,,
2023-05-22,18.71,16.44,21.34,,,,22.34,20.19,24.81,,,,4.17,2.02,6.45,,,,,,,,,,,,,,,,,,
2023-05-23,18.72,16.44,21.35,,,,22.33,20.18,24.82,,,,4.17,2.01,6.45,,,,,,,,,,,,,,,,,,
2023-05-24,18.72,16.44,21.36,,,,22.32,20.16,24.83,,,,4.17,2.01,6.45,,,,,,,,,,,,,,,,,,
2023-05-25,18.72,16.44,21.37,,,,22.31,20.14,24.84,,,,4.17,2.0,6.44,,,,,,,,,,,,,,,,,,
2023-05-26,18.73,16.44,21.37,,,,22.3,20.13,24.85,,,,4.17,1.99,6.44,,,,,,,,,,,,,,,,,,
2023-05-27,18.73,16.44,21.38,,,,22.3,20.11,24.87,,,,4.17,1.99,6.45,,,,,,,,,,,,,,,,,,
2023-05-28,18.73,16.44,21.39,,,,22.29,20.1,24.88,,,,4.17,1.98,6.46,,,,,,,,,,,,,,,,,,
2023-05-29,18.74,16.44,21.39,,,,22.28,20.08,24.88,,,,4.17,1.98,6.47,,,,,,,,,,,,,,,,,,
2023-05-30,18.74,16.44,21.4,,,,22.27,20.07,24.87,,,,4.17,1.97,6.47,,,,,,,,,,,,,,,,,,
2023-05-31,18.74,16.44,21.41,,,,22.27,20.05,24.86,,,,4.17,1.96,6.47,,,,,,,,,,,,,,,,,,
2023-06-01,18.75,16.44,21.41,,,,22.26,20.04,24.86,,,,4.18,1.96,6.47,,,,,,,,,,,,,,,,,,
2023-06-02,18.75,16.44,21.42,,,,22.25,20.01,24.85,,,,4.18,1.96,6.47,,,,,,,,,,,,,,,,,,
2023-06-03,18.75,16.44,21.42,,,,22.25,19.99,24.85,,,,4.18,1.95,6.46,,,,,,,,,,,,,,,,,,
2023-06-04,18.76,16.44,21.43,,,,22.24,19.97,24.85,,,,4.18,1.95,6.44,,,,,,,,,,,,,,,,,,
2023-06-05,18.76,16.44,21.43,,,,22.23,19.94,24.85,,,,4.18,1.94,6.43,,,,,,,,,,,,,20.0,20.0,4.0,,,
2023-06-06,18.76,16.44,21.43,,,,22.23,19.93,24.85,,,,4.18,1.94,6.44,,,,,,,,,,,,,,,,,,
2023-06-07,18.76,16.44,21.43,,,,22.22,19.93,24.85,,,,4.18,1.94,6.45,,,,,,,,,,,,,,,,,,
2023-06-08,18.77,16.44,21.43,,,,22.22,19.92,24.86,,,,4.18,1.93,6.46,,,,,,,,,,,,,,,,,,
2023-06-09,18.77,16.44,21.44,,,,22.21,19.92,24.86,,,,4.18,1.93,6.48,,,,,,,,,,,,,,,,,,
2023-06-10,18.77,16.44,21.43,,,,22.21,19.92,24.87,,,,4.19,1.93,6.48,,,,,,,,,,,,,,,,,,
2023-06-11,18.77,16.44,21.41,,,,22.2,19.92,24.87,,,,4.19,1.93,6.48,,,,,,,,,,,,,,,,,,
2023-06-12,18.77,16.44,21.39,,,,22.2,19.92,24.87,,,,4.19,1.93,6.48,,,,,,,,,,,,,,,,,,
2023-06-13,18.78,16.44,21.37,,,,22.19,19.92,24.86,,,,4.19,1.92,6.48,,,,,,,,,,,,,,,,,,
2023-06-14,18.78,16.45,21.36,,,,22.19,19.92,24.85,,,,4.19,1.92,6.48,,,,,,,,,,,,,,,,,,
2023-06-15,18.78,16.45,21.34,,,,22.18,19.91,24.84,,,,4.19,1.92,6.49,,,,,,,,,,,,,,,,,,
2023-06-16,18.78,16.45,21.32,,,,22.18,19.91,24.83,,,,4.19,1.92,6.49,,,,,,,,,,,,,,,,,,
2023-06-17,18.78,16.44,21.3,,,,22.17,19.91,24.82,,,,4.2,1.92,6.49,,,,,,,,,,,,,,,,,,
2023-06-18,18.79,16.44,21.28,,,,22.17,19.91,24.81,,,,4.2,1.92,6.49,,,,,,,,,,,,,,,,,,
2023-06-19,18.79,16.44,21.26,,,,22.17,19.91,24.8,,,,4.2,1.92,6.49,,,,,,,,,,,,,,,,,,
2023-06-20,18.79,16.44,21.23,,,,22.16,19.91,24.81,,,,4.2,1.92,6.5,,,,,,,,,,,,,,,,,,
2023-06-21,18.79,16.44,21.21,,,,22.16,19.91,24.8,,,,4.2,1.92,6.51,,,,,,,,,,,,,,,,,,
2023-06-22,18.79,16.44,21.21,,,,22.16,19.91,24.79,,,,4.2,1.93,6.51,,,,,,,,,,,,,,,,,,
2023-06-23,18.79,16.44,21.22,,,,22.15,19.91,24.78,,,,4.21,1.95,6.51,,,,,,,,,,,,,,,,,,
2023-06-24,18.8,16.44,21.22,,,,22.15,19.9,24.78,,,,4.21,1.95,6.51,,,,,,,,,,,,,,,,,,
2023-06-25,18.8,16.45,21.23,,,,22.15,19.9,24.77,,,,4.21,1.97,6.51,,,,,,,,,,,,,,,,,,
2023-06-26,18.8,16.46,21.24,,,,22.15,19.9,24.77,,,,4.21,1.99,6.52,,,,,,,,,,,,,,,,,,
2023-06-27,18.8,16.47,21.25,,,,22.14,19.9,24.76,,,,4.21,2.01,6.52,,,,,,,,,,,,,,,,,,
2023-06-28,18.8,16.48,21.25,,,,22.14,19.9,24.76,,,,4.21,2.03,6.52,,,,,,,,,,,,,,,,,,
2023-06-29,18.8,16.49,21.26,,,,22.14,19.9,24.75,,,,4.22,2.05,6.52,,,,,,,,,,,,,,,,,,
2023-06-30,18.8,16.51,21.26,,,,22.14,19.9,24.75,,,,4.22,2.06,6.52,,,,,,,,,,,,,,,,,,
2023-07-01,18.8,16.52,21.27,,,,22.13,19.9,24.75,,,,4.22,2.07,6.52,,,,,,,,,,,,,,,,,,
2023-07-02,18.81,16.53,21.28,,,,22.13,19.9,24.74,,,,4.22,2.09,6.52,,,,,,,,,,,,,,,,,,
2023-07-03,18.81,16.54,21.28,,,,22.13,19.9,24.73,,,,4.22,2.09,6.52,,,,,,,,,,,,,18.0,21.0,4.0,,,
2023-07-04,18.81,16.54,21.29,,,,22.13,19.9,24.73,,,,4.22,2.08,6.53,,,,,,,,,,,,,,,,,,
2023-07-05,18.81,16.54,21.29,,,,22.13,19.9,24.73,,,,4.23,2.07,6.52,,,,,,,,,,,,,,,,,,
2023-07-06,18.81,16.54,21.3,,,,22.13,19.9,24.7,,,,4.23,2.05,6.5,,,,,,,,,,,,,,,,,,
2023-07-07,18.81,16.54,21.3,,,,22.12,19.9,24.66,,,,4.23,2.04,6.48,,,,,,,,,,,,,,,,,,
2023-07-08,18.81,16.55,21.31,,,,22.12,19.9,24.65,,,,4.23,2.02,6.46,,,,,,,,,,,,,,,,,,
2023-07-09,18.81,16.54,21.31,,,,22.12,19.89,24.65,,,,4.23,2.02,6.44,,,,,,,,,,,,,,,,,,
2023-07-10,18.81,16.54,21.31,,,,22.12,19.89,24.65,,,,4.23,2.03,6.42,,,,,,,,,,,,,,,,,,
2023-07-11,18.81,16.54,21.32,,,,22.12,19.88,24.65,,,,4.24,2.04,6.4,,,,,,,,,,,,,,,,,,
2023-07-12,18.81,16.54,21.32,,,,22.12,19.85,24.65,,,,4.24,2.05,6.41,,,,,,,,,,,,,,,,,,
2023-07-13,18.81,16.54,21.32,,,,22.12,19.83,24.65,,,,4.24,2.05,6.42,,,,,,,,,,,,,,,,,,
2023-07-14,18.81,16.54,21.32,,,,22.12,19.82,24.65,,,,4.24,2.06,6.42,,,,,,,,,,,,,,,,,,
2023-07-15,18.81,16.55,21.32,,,,22.12,19.82,24.65,,,,4.24,2.07,6.43,,,,,,,,,,,,,,,,,,
2023-07-16,18.81,16.55,21.33,,,,22.12,19.82,24.65,,,,4.25,2.08,6.44,,,,,,,,,,,,,,,,,,
2023-07-17,18.81,16.55,21.33,,,,22.12,19.82,24.65,,,,4.25,2.09,6.45,,,,,,,,,,,,,,,,,,
2023-07-18,18.81,16.55,21.33,,,,22.12,19.81,24.65,,,,4.25,2.1,6.46,,,,,,,,,,,,,,,,,,
2023-07-19,18.81,16.55,21.34,,,,22.12,19.81,24.66,,,,4.25,2.11,6.46,,,,,,,,,,,,,,,,,,
2023-07-20,18.81,16.55,21.34,,,,22.12,19.81,24.66,,,,4.25,2.12,6.47,,,,,,,,,,,,,,,,,,
2023-07-21,18.81,16.55,21.33,,,,22.12,19.82,24.66,,,,4.25,2.13,6.47,,,,,,,,,,,,,,,,,,
2023-07-22,18.81,16.56,21.32,,,,22.12,19.84,24.66,,,,4.26,2.13,6.48,,,,,,,,,,,,,,,,,,
2023-07-23,18.81,16.56,21.3,,,,22.12,19.86,24.66,,,,4.26,2.14,6.49,,,,,,,,,,,,,,,,,,
2023-07-24,18.81,16.56,21.29,,,,22.12,19.89,24.66,,,,4.26,2.15,6.5,,,,,,,,,,,,,,,,,,
2023-07-25,18.81,16.56,21.28,,,,22.12,19.89,24.66,,,,4.26,2.2,6.51,,,,,,,,,,,,,,,,,,
2023-07-26,18.81,16.57,21.26,,,,22.12,19.89,24.66,,,,4.26,2.21,6.52,,,,,,,,,,,,,,,,,,
2023-07-27,18.81,16.57,21.25,,,,22.13,19.89,24.65,,,,4.26,2.21,6.53,,,,,,,,,,,,,,,,,,
2023-07-28,18.81,16.58,21.25,,,,22.13,19.89,24.65,,,,4.27,2.21,6.54,,,,,,,,,,,,,,,,,,
2023-07-29,18.81,16.59,21.23,,,,22.13,19.89,24.65,,,,4.27,2.2,6.55,,,,,,,,,,,,,,,,,,
2023-07-30,18.81,16.6,21.22,,,,22.13,19.89,24.65,,,,4.27,2.21,6.55,,,,,,,,,,,,,,,,,,
2023-07-31,18.81,16.6,21.2,,,,22.13,19.89,24.65,,,,4.27,2.22,6.56,,,,,,,,,,,,,17.0,23.0,5.0,,,
2023-08-01,18.8,16.61,21.19,,,,22.13,19.89,24.65,,,,4.27,2.23,6.57,,,,,,,,,,,,,,,,,,
2023-08-02,18.8,16.62,21.17,,,,22.13,19.89,24.65,,,,4.27,2.24,6.58,,,,,,,,,,,,,,,,,,
2023-08-03,18.8,16.61,21.15,,,,22.13,19.9,24.65,,,,4.28,2.25,6.58,,,,,,,,,,,,,,,,,,
2023-08-04,18.8,16.61,21.14,,,,22.14,19.95,24.64,,,,4.28,2.26,6.58,,,,,,,,,,,,,,,,,,
2023-08-05,18.8,16.61,21.12,,,,22.14,20.01,24.64,,,,4.28,2.27,6.58,,,,,,,,,,,,,,,,,,
2023-08-06,18.8,16.62,21.1,,,,22.14,20.06,24.64,,,,4.28,2.27,6.58,,,,,,,,,,,,,,,,,,
2023-08-07,18.8,16.62,21.09,,,,22.14,20.08,24.64,,,,4.28,2.28,6.57,,,,,,,,,,,,,,,,,,
2023-08-08,18.79,16.63,21.07,,,,22.14,20.09,24.64,,,,4.28,2.29,6.57,,,,,,,,,,,,,,,,,,
2023-08-09,18.79,16.63,21.06,,,,22.15,20.09,24.64,,,,4.28,2.29,6.57,,,,,,,,,,,,,,,,,,
2023-08-10,18.79,16.63,21.04,,,,22.15,20.08,24.64,,,,4.29,2.29,6.56,,,,,,,,,,,,,,,,,,
2023-08-11,18.79,16.64,21.04,,,,22.15,20.06,24.64,,,,4.29,2.29,6.56,,,,,,,,,,,,,,,,,,
2023-08-12,18.79,16.64,21.03,,,,22.15,20.04,24.64,,,,4.29,2.29,6.55,,,,,,,,,,,,,,,,,,
2023-08-13,18.78,16.64,21.02,,,,22.15,20.02,24.64,,,,4.29,2.29,6.55,,,,,,,,,,,,,,,,,,
2023-08-14,18.78,16.64,21.02,,,,22.16,20.03,24.64,,,,4.29,2.29,6.54,,,,,,,,,,,,,,,,,,
2023-08-15,18.78,16.64,21.01,,,,22.16,20.05,24.63,,,,4.29,2.29,6.52,,,,,,,,,,,,,,,,,,
2023-08-16,18.78,16.65,21.01,,,,22.16,20.06,24.63,,,,4.29,2.29,6.51,,,,,,,,,,,,,,,,,,
2023-08-17,18.77,16.65,21.0,,,,22.16,20.07,24.62,,,,4.29,2.3,6.49,,,,,,,,,,,,,,,,,,
2023-08-18,18.77,16.65,20.98,,,,22.16,20.08,24.61,,,,4.3,2.3,6.48,,,,,,,,,,,,,,,,,,
2023-08-19,18.77,16.65,20.97,,,,22.17,20.1,24.6,,,,4.3,2.3,6.46,,,,,,,,,,,,,,,,,,
2023-08-20,18.76,16.65,20.97,,,,22.17,20.11,24.58,,,,4.3,2.3,6.44,,,,,,,,,,,,,,,,,,
2023-08-21,18.76,16.64,20.97,,,,22.17,20.12,24.57,,,,4.3,2.3,6.43,,,,,,,,,,,,,,,,,,
2023-08-22,18.76,16.63,20.97,,,,22.17,20.11,24.56,,,,4.3,2.3,6.41,,,,,,,,,,,,,,,,,,
2023-08-23,18.76,16.62,20.96,,,,22.18,20.11,24.55,,,,4.3,2.3,6.39,,,,,,,,,,,,,,,,,,
2023-08-24,18.75,16.61,20.96,,,,22.18,20.12,24.53,,,,4.3,2.3,6.38,,,,,,,,,,,,,,,,,,
2023-08-25,18.75,16.63,20.95,,,,22.18,20.14,24.54,,,,4.3,2.3,6.36,,,,,,,,,,,,,,,,,,
2023-08-26,18.75,16.64,20.94,,,,22.18,20.14,24.55,,,,4.3,2.31,6.34,,,,,,,,,,,,,,,,,,
2023-08-27,18.74,16.64,20.94,,,,22.19,20.13,24.53,,,,4.3,2.32,6.33,,,,,,,,,,,,,,,,,,
2023-08-28,18.74,16.63,20.93,,,,22.19,20.12,24.52,,,,4.3,2.33,6.33,,,,,,,,,,,,,18.0,21.0,4.0,,,
2023-08-29,18.73,16.62,20.92,,,,22.19,20.11,24.5,,,,4.3,2.33,6.34,,,,,,,,,,,,,,,,,,
2023-08-30,18.73,16.62,20.92,,,,22.19,20.11,24.49,,,,4.31,2.34,6.34,,,,,,,,,,,,,,,,,,
2023-08-31,18.73,16.61,20.91,,,,22.2,20.1,24.47,,,,4.31,2.35,6.32,,,,,,,,,,,,,,,,,,
2023-09-01,18.72,16.6,20.9,,,,22.2,20.09,24.45,,,,4.31,2.36,6.34,,,,,,,,,,,,,,,,,,
2023-09-02,18.72,16.59,20.9,,,,22.2,20.08,24.43,,,,4.31,2.37,6.35,,,,,,,,,,,,,,,,,,
2023-09-03,18.71,16.59,20.9,,,,22.21,20.09,24.42,,,,4.31,2.38,6.34,,,,,,,,,,,,,,,,,,
2023-09-04,18.71,16.58,20.91,,,,22.21,20.12,24.41,,,,4.31,2.38,6.33,,,,,,,,,,,,,,,,,,
2023-09-05,18.7,16.57,20.9,,,,22.21,20.14,24.41,,,,4.31,2.37,6.32,,,,,,,,,,,,,,,,,,
2023-09-06,18.7,16.57,20.88,,,,22.21,20.14,24.41,,,,4.31,2.36,6.31,,,,,,,,,,,,,,,,,,
2023-09-07,18.7,16.56,20.86,,,,22.22,20.14,24.41,,,,4.31,2.37,6.3,,,,,,,,,,,,,,,,,,
2023-09-08,18.69,16.55,20.85,,,,22.22,20.14,24.4,,,,4.31,2.39,6.29,,,,,,,,,,,,,,,,,,
2023-09-09,18.69,16.55,20.84,,,,22.22,20.14,24.4,,,,4.31,2.42,6.28,,,,,,,,,,,,,,,,,,
2023-09-10,18.68,16.54,20.84,,,,22.23,20.14,24.39,,,,4.31,2.44,6.27,,,,,,,,,,,,,,,,,,
